publicado em 2011	dp=2011
publicado entre 1980 e 020	dp>=1980 and dp<=020
publicado em 996	dp=996
publicado depois de 996	dp>996
publicado a partir de 996	dp>=996
publicado antes de 996	dp<996
publicado ate 996	dp<=996
publicado excepto em 996	dp<>996
publicado mas nao em 996	dp<>996
publicado entre 1980 e 996	dp>=1980 and dp<=996
publicado em 119	dp=119
publicado depois de 119	dp>119
publicado a partir de 119	dp>=119
publicado antes de 119	dp<119
publicado ate 119	dp<=119
publicado excepto em 119	dp<>119
publicado mas nao em 119	dp<>119
publicado entre 1980 e 119	dp>=1980 and dp<=119
publicado em 2029	dp=2029
publicado depois de 2029	dp>2029
publicado a partir de 2029	dp>=2029
publicado antes de 2029	dp<2029
publicado ate 2029	dp<=2029
publicado excepto em 2029	dp<>2029
publicado mas nao em 2029	dp<>2029
publicado entre 1980 e 2029	dp>=1980 and dp<=2029
publicado em 1	dp=1
publicado depois de 1	dp>1
publicado a partir de 1	dp>=1
publicado antes de 1	dp<1
publicado ate 1	dp<=1
publicado excepto em 1	dp<>1
publicado mas nao em 1	dp<>1
publicado entre 1980 e 1	dp>=1980 and dp<=1
publicado antes do seculo 2	dp<1%
publicado depois do seculo 2	dp>1%
publicado em 1190	dp=1190
publicado depois de 1190	dp>1190
publicado a partir de 1190	dp>=1190
publicado antes de 1190	dp<1190
publicado ate 1190	dp<=1190
publicado excepto em 1190	dp<>1190
publicado mas nao em 1190	dp<>1190
publicado entre 1980 e 1190	dp>=1980 and dp<=1190
publicado em 2080	dp=2080
publicado depois de 2080	dp>2080
publicado a partir de 2080	dp>=2080
publicado antes de 2080	dp<2080
publicado ate 2080	dp<=2080
publicado excepto em 2080	dp<>2080
publicado mas nao em 2080	dp<>2080
publicado entre 1980 e 2080	dp>=1980 and dp<=2080
publicado em 1199	dp=1199
publicado depois de 1199	dp>1199
publicado a partir de 1199	dp>=1199
publicado antes de 1199	dp<1199
publicado ate 1199	dp<=1199
publicado excepto em 1199	dp<>1199
publicado mas nao em 1199	dp<>1199
publicado entre 1980 e 1199	dp>=1980 and dp<=1199
publicado em 94	dp=94
publicado depois de 94	dp>94
publicado a partir de 94	dp>=94
publicado antes de 94	dp<94
publicado ate 94	dp<=94
publicado excepto em 94	dp<>94
publicado mas nao em 94	dp<>94
publicado entre 1980 e 94	dp>=1980 and dp<=94
publicado em 3	dp=3
publicado depois de 3	dp>3
publicado a partir de 3	dp>=3
publicado antes de 3	dp<3
publicado ate 3	dp<=3
publicado excepto em 3	dp<>3
publicado mas nao em 3	dp<>3
publicado entre 1980 e 3	dp>=1980 and dp<=3
publicado no seculo 4	dp=3%
publicado antes do seculo 4	dp<3%
publicado depois do seculo 4	dp>3%
publicado em r199	dp=r199
publicado depois de r199	dp>r199
publicado a partir de r199	dp>=r199
publicado antes de r199	dp<r199
publicado ate r199	dp<=r199
publicado excepto em r199	dp<>r199
publicado mas nao em r199	dp<>r199
publicado entre 1980 e r199	dp>=1980 and dp<=r199
publicado no seculo 1	dp=r1%
publicado antes do seculo 1	dp<r1%
publicado depois do seculo 1	dp>r1%
publicado em s198	dp=s198
publicado depois de s198	dp>s198
publicado a partir de s198	dp>=s198
publicado antes de s198	dp<s198
publicado ate s198	dp<=s198
publicado excepto em s198	dp<>s198
publicado mas nao em s198	dp<>s198
publicado entre 1980 e s198	dp>=1980 and dp<=s198
publicado em 7	dp=7
publicado depois de 7	dp>7
publicado a partir de 7	dp>=7
publicado antes de 7	dp<7
publicado ate 7	dp<=7
publicado excepto em 7	dp<>7
publicado mas nao em 7	dp<>7
publicado entre 1980 e 7	dp>=1980 and dp<=7
publicado no seculo 8	dp=7%
publicado antes do seculo 8	dp<7%
publicado depois do seculo 8	dp>7%
publicado em 84	dp=84
publicado depois de 84	dp>84
publicado a partir de 84	dp>=84
publicado antes de 84	dp<84
publicado ate 84	dp<=84
publicado excepto em 84	dp<>84
publicado mas nao em 84	dp<>84
publicado entre 1980 e 84	dp>=1980 and dp<=84
publicado no seculo 85	dp=84%
publicado antes do seculo 85	dp<84%
publicado depois do seculo 85	dp>84%
publicado em 984	dp=984
publicado depois de 984	dp>984
publicado a partir de 984	dp>=984
publicado antes de 984	dp<984
publicado ate 984	dp<=984
publicado excepto em 984	dp<>984
publicado mas nao em 984	dp<>984
publicado entre 1980 e 984	dp>=1980 and dp<=984
publicado em 987	dp=987
publicado depois de 987	dp>987
publicado a partir de 987	dp>=987
publicado antes de 987	dp<987
publicado ate 987	dp<=987
publicado excepto em 987	dp<>987
publicado mas nao em 987	dp<>987
publicado entre 1980 e 987	dp>=1980 and dp<=987
publicado em 995	dp=995
publicado depois de 995	dp>995
publicado a partir de 995	dp>=995
publicado antes de 995	dp<995
publicado ate 995	dp<=995
publicado excepto em 995	dp<>995
publicado mas nao em 995	dp<>995
publicado entre 1980 e 995	dp>=1980 and dp<=995
publicado em 2051	dp=2051
publicado depois de 2051	dp>2051
publicado a partir de 2051	dp>=2051
publicado antes de 2051	dp<2051
publicado ate 2051	dp<=2051
publicado excepto em 2051	dp<>2051
publicado mas nao em 2051	dp<>2051
publicado entre 1980 e 2051	dp>=1980 and dp<=2051
publicado em 979	dp=979
publicado depois de 979	dp>979
publicado a partir de 979	dp>=979
publicado antes de 979	dp<979
publicado ate 979	dp<=979
publicado excepto em 979	dp<>979
publicado mas nao em 979	dp<>979
publicado entre 1980 e 979	dp>=1980 and dp<=979
publicado em 70	dp=70
publicado depois de 70	dp>70
publicado a partir de 70	dp>=70
publicado antes de 70	dp<70
publicado ate 70	dp<=70
publicado excepto em 70	dp<>70
publicado mas nao em 70	dp<>70
publicado entre 1980 e 70	dp>=1980 and dp<=70
publicado no seculo 71	dp=70%
publicado antes do seculo 71	dp<70%
publicado depois do seculo 71	dp>70%
publicado em 67	dp=67
publicado depois de 67	dp>67
publicado a partir de 67	dp>=67
publicado antes de 67	dp<67
publicado ate 67	dp<=67
publicado excepto em 67	dp<>67
publicado mas nao em 67	dp<>67
publicado entre 1980 e 67	dp>=1980 and dp<=67
publicado no seculo 68	dp=67%
publicado antes do seculo 68	dp<67%
publicado depois do seculo 68	dp>67%
publicado em 219	dp=219
publicado depois de 219	dp>219
publicado a partir de 219	dp>=219
publicado antes de 219	dp<219
publicado ate 219	dp<=219
publicado excepto em 219	dp<>219
publicado mas nao em 219	dp<>219
publicado entre 1980 e 219	dp>=1980 and dp<=219
publicado em 981	dp=981
publicado depois de 981	dp>981
publicado a partir de 981	dp>=981
publicado antes de 981	dp<981
publicado ate 981	dp<=981
publicado excepto em 981	dp<>981
publicado mas nao em 981	dp<>981
publicado entre 1980 e 981	dp>=1980 and dp<=981
publicado em 977	dp=977
publicado depois de 977	dp>977
publicado a partir de 977	dp>=977
publicado antes de 977	dp<977
publicado ate 977	dp<=977
publicado excepto em 977	dp<>977
publicado mas nao em 977	dp<>977
publicado entre 1980 e 977	dp>=1980 and dp<=977
publicado em 997	dp=997
publicado depois de 997	dp>997
publicado a partir de 997	dp>=997
publicado antes de 997	dp<997
publicado ate 997	dp<=997
publicado excepto em 997	dp<>997
publicado mas nao em 997	dp<>997
publicado entre 1980 e 997	dp>=1980 and dp<=997
publicado em 000	dp=000
publicado depois de 000	dp>000
publicado a partir de 000	dp>=000
publicado antes de 000	dp<000
publicado ate 000	dp<=000
publicado excepto em 000	dp<>000
publicado mas nao em 000	dp<>000
publicado entre 1980 e 000	dp>=1980 and dp<=000
publicado em 99	dp=99
publicado depois de 99	dp>99
publicado a partir de 99	dp>=99
publicado antes de 99	dp<99
publicado ate 99	dp<=99
publicado excepto em 99	dp<>99
publicado mas nao em 99	dp<>99
publicado entre 1980 e 99	dp>=1980 and dp<=99
publicado em 100	dp=100
publicado depois de 100	dp>100
publicado a partir de 100	dp>=100
publicado antes de 100	dp<100
publicado ate 100	dp<=100
publicado excepto em 100	dp<>100
publicado mas nao em 100	dp<>100
publicado entre 1980 e 100	dp>=1980 and dp<=100
publicado em pory	dp=pory
publicado depois de pory	dp>pory
publicado a partir de pory	dp>=pory
publicado antes de pory	dp<pory
publicado ate pory	dp<=pory
publicado excepto em pory	dp<>pory
publicado mas nao em pory	dp<>pory
publicado entre 1980 e pory	dp>=1980 and dp<=pory
publicado no seculo 1	dp=po%
publicado antes do seculo 1	dp<po%
publicado depois do seculo 1	dp>po%
publicado em apor	dp=apor
publicado depois de apor	dp>apor
publicado a partir de apor	dp>=apor
publicado antes de apor	dp<apor
publicado ate apor	dp<=apor
publicado excepto em apor	dp<>apor
publicado mas nao em apor	dp<>apor
publicado entre 1980 e apor	dp>=1980 and dp<=apor
publicado no seculo 1	dp=ap%
publicado antes do seculo 1	dp<ap%
publicado depois do seculo 1	dp>ap%
publicado em 018	dp=018
publicado depois de 018	dp>018
publicado a partir de 018	dp>=018
publicado antes de 018	dp<018
publicado ate 018	dp<=018
publicado excepto em 018	dp<>018
publicado mas nao em 018	dp<>018
publicado entre 1980 e 018	dp>=1980 and dp<=018
publicado em 215	dp=215
publicado depois de 215	dp>215
publicado a partir de 215	dp>=215
publicado antes de 215	dp<215
publicado ate 215	dp<=215
publicado excepto em 215	dp<>215
publicado mas nao em 215	dp<>215
publicado entre 1980 e 215	dp>=1980 and dp<=215
publicado em s.	dp=s.
publicado depois de s.	dp>s.
publicado a partir de s.	dp>=s.
publicado antes de s.	dp<s.
publicado ate s.	dp<=s.
publicado excepto em s.	dp<>s.
publicado mas nao em s.	dp<>s.
publicado entre 1980 e s.	dp>=1980 and dp<=s.
publicado em 2086	dp=2086
publicado depois de 2086	dp>2086
publicado a partir de 2086	dp>=2086
publicado antes de 2086	dp<2086
publicado ate 2086	dp<=2086
publicado excepto em 2086	dp<>2086
publicado mas nao em 2086	dp<>2086
publicado entre 1980 e 2086	dp>=1980 and dp<=2086
publicado em 2098	dp=2098
publicado depois de 2098	dp>2098
publicado a partir de 2098	dp>=2098
publicado antes de 2098	dp<2098
publicado ate 2098	dp<=2098
publicado excepto em 2098	dp<>2098
publicado mas nao em 2098	dp<>2098
publicado entre 1980 e 2098	dp>=1980 and dp<=2098
publicado em 1422	dp=1422
publicado depois de 1422	dp>1422
publicado a partir de 1422	dp>=1422
publicado antes de 1422	dp<1422
publicado ate 1422	dp<=1422
publicado excepto em 1422	dp<>1422
publicado mas nao em 1422	dp<>1422
publicado entre 1980 e 1422	dp>=1980 and dp<=1422
publicado em 2025	dp=2025
publicado depois de 2025	dp>2025
publicado a partir de 2025	dp>=2025
publicado antes de 2025	dp<2025
publicado ate 2025	dp<=2025
publicado excepto em 2025	dp<>2025
publicado mas nao em 2025	dp<>2025
publicado entre 1980 e 2025	dp>=1980 and dp<=2025
publicado em dep.	dp=dep.
publicado depois de dep.	dp>dep.
publicado a partir de dep.	dp>=dep.
publicado antes de dep.	dp<dep.
publicado ate dep.	dp<=dep.
publicado excepto em dep.	dp<>dep.
publicado mas nao em dep.	dp<>dep.
publicado entre 1980 e dep.	dp>=1980 and dp<=dep.
publicado no seculo 1	dp=de%
publicado antes do seculo 1	dp<de%
publicado depois do seculo 1	dp>de%
publicado em 1192	dp=1192
publicado depois de 1192	dp>1192
publicado a partir de 1192	dp>=1192
publicado antes de 1192	dp<1192
publicado ate 1192	dp<=1192
publicado excepto em 1192	dp<>1192
publicado mas nao em 1192	dp<>1192
publicado entre 1980 e 1192	dp>=1980 and dp<=1192
publicado em 1350	dp=1350
publicado depois de 1350	dp>1350
publicado a partir de 1350	dp>=1350
publicado antes de 1350	dp<1350
publicado ate 1350	dp<=1350
publicado excepto em 1350	dp<>1350
publicado mas nao em 1350	dp<>1350
publicado entre 1980 e 1350	dp>=1980 and dp<=1350
publicado em 1198	dp=1198
publicado depois de 1198	dp>1198
publicado a partir de 1198	dp>=1198
publicado antes de 1198	dp<1198
publicado ate 1198	dp<=1198
publicado excepto em 1198	dp<>1198
publicado mas nao em 1198	dp<>1198
publicado entre 1980 e 1198	dp>=1980 and dp<=1198
publicado em 598	dp=598
publicado depois de 598	dp>598
publicado a partir de 598	dp>=598
publicado antes de 598	dp<598
publicado ate 598	dp<=598
publicado excepto em 598	dp<>598
publicado mas nao em 598	dp<>598
publicado entre 1980 e 598	dp>=1980 and dp<=598
publicado no seculo 6	dp=5%
publicado antes do seculo 6	dp<5%
publicado depois do seculo 6	dp>5%
publicado em 1071	dp=1071
publicado depois de 1071	dp>1071
publicado a partir de 1071	dp>=1071
publicado antes de 1071	dp<1071
publicado ate 1071	dp<=1071
publicado excepto em 1071	dp<>1071
publicado mas nao em 1071	dp<>1071
publicado entre 1980 e 1071	dp>=1980 and dp<=1071
publicado em 19 9	dp=19 9
publicado depois de 19 9	dp>19 9
publicado a partir de 19 9	dp>=19 9
publicado antes de 19 9	dp<19 9
publicado ate 19 9	dp<=19 9
publicado excepto em 19 9	dp<>19 9
publicado mas nao em 19 9	dp<>19 9
publicado entre 1980 e 19 9	dp>=1980 and dp<=19 9
publicado em 1010	dp=1010
publicado depois de 1010	dp>1010
publicado a partir de 1010	dp>=1010
publicado antes de 1010	dp<1010
publicado ate 1010	dp<=1010
publicado excepto em 1010	dp<>1010
publicado mas nao em 1010	dp<>1010
publicado entre 1980 e 1010	dp>=1980 and dp<=1010
publicado em 1075	dp=1075
publicado depois de 1075	dp>1075
publicado a partir de 1075	dp>=1075
publicado antes de 1075	dp<1075
publicado ate 1075	dp<=1075
publicado excepto em 1075	dp<>1075
publicado mas nao em 1075	dp<>1075
publicado entre 1980 e 1075	dp>=1980 and dp<=1075
publicado em 2026	dp=2026
publicado depois de 2026	dp>2026
publicado a partir de 2026	dp>=2026
publicado antes de 2026	dp<2026
publicado ate 2026	dp<=2026
publicado excepto em 2026	dp<>2026
publicado mas nao em 2026	dp<>2026
publicado entre 1980 e 2026	dp>=1980 and dp<=2026
publicado em 16d2	dp=16d2
publicado depois de 16d2	dp>16d2
publicado a partir de 16d2	dp>=16d2
publicado antes de 16d2	dp<16d2
publicado ate 16d2	dp<=16d2
publicado excepto em 16d2	dp<>16d2
publicado mas nao em 16d2	dp<>16d2
publicado entre 1980 e 16d2	dp>=1980 and dp<=16d2
publicado em e199	dp=e199
publicado depois de e199	dp>e199
publicado a partir de e199	dp>=e199
publicado antes de e199	dp<e199
publicado ate e199	dp<=e199
publicado excepto em e199	dp<>e199
publicado mas nao em e199	dp<>e199
publicado entre 1980 e e199	dp>=1980 and dp<=e199
publicado no seculo 1	dp=e1%
publicado antes do seculo 1	dp<e1%
publicado depois do seculo 1	dp>e1%
publicado em 005	dp=005
publicado depois de 005	dp>005
publicado a partir de 005	dp>=005
publicado antes de 005	dp<005
publicado ate 005	dp<=005
publicado excepto em 005	dp<>005
publicado mas nao em 005	dp<>005
publicado entre 1980 e 005	dp>=1980 and dp<=005
publicado em 181	dp=181
publicado depois de 181	dp>181
publicado a partir de 181	dp>=181
publicado antes de 181	dp<181
publicado ate 181	dp<=181
publicado excepto em 181	dp<>181
publicado mas nao em 181	dp<>181
publicado entre 1980 e 181	dp>=1980 and dp<=181
publicado em 1704	dp=1704
publicado depois de 1704	dp>1704
publicado a partir de 1704	dp>=1704
publicado antes de 1704	dp<1704
publicado ate 1704	dp<=1704
publicado excepto em 1704	dp<>1704
publicado mas nao em 1704	dp<>1704
publicado entre 1980 e 1704	dp>=1980 and dp<=1704
publicado em xd20	dp=xd20
publicado depois de xd20	dp>xd20
publicado a partir de xd20	dp>=xd20
publicado antes de xd20	dp<xd20
publicado ate xd20	dp<=xd20
publicado excepto em xd20	dp<>xd20
publicado mas nao em xd20	dp<>xd20
publicado entre 1980 e xd20	dp>=1980 and dp<=xd20
publicado no seculo 1	dp=xd%
publicado antes do seculo 1	dp<xd%
publicado depois do seculo 1	dp>xd%
publicado em 982	dp=982
publicado depois de 982	dp>982
publicado a partir de 982	dp>=982
publicado antes de 982	dp<982
publicado ate 982	dp<=982
publicado excepto em 982	dp<>982
publicado mas nao em 982	dp<>982
publicado entre 1980 e 982	dp>=1980 and dp<=982
publicado em 968	dp=968
publicado depois de 968	dp>968
publicado a partir de 968	dp>=968
publicado antes de 968	dp<968
publicado ate 968	dp<=968
publicado excepto em 968	dp<>968
publicado mas nao em 968	dp<>968
publicado entre 1980 e 968	dp>=1980 and dp<=968
publicado em 993	dp=993
publicado depois de 993	dp>993
publicado a partir de 993	dp>=993
publicado antes de 993	dp<993
publicado ate 993	dp<=993
publicado excepto em 993	dp<>993
publicado mas nao em 993	dp<>993
publicado entre 1980 e 993	dp>=1980 and dp<=993
publicado em 9	dp=9
publicado depois de 9	dp>9
publicado a partir de 9	dp>=9
publicado antes de 9	dp<9
publicado ate 9	dp<=9
publicado excepto em 9	dp<>9
publicado mas nao em 9	dp<>9
publicado entre 1980 e 9	dp>=1980 and dp<=9
publicado no seculo 10	dp=9%
publicado antes do seculo 10	dp<9%
publicado depois do seculo 10	dp>9%
publicado em 1079	dp=1079
publicado depois de 1079	dp>1079
publicado a partir de 1079	dp>=1079
publicado antes de 1079	dp<1079
publicado ate 1079	dp<=1079
publicado excepto em 1079	dp<>1079
publicado mas nao em 1079	dp<>1079
publicado entre 1980 e 1079	dp>=1980 and dp<=1079
publicado em 974	dp=974
publicado depois de 974	dp>974
publicado a partir de 974	dp>=974
publicado antes de 974	dp<974
publicado ate 974	dp<=974
publicado excepto em 974	dp<>974
publicado mas nao em 974	dp<>974
publicado entre 1980 e 974	dp>=1980 and dp<=974
publicado em 999	dp=999
publicado depois de 999	dp>999
publicado a partir de 999	dp>=999
publicado antes de 999	dp<999
publicado ate 999	dp<=999
publicado excepto em 999	dp<>999
publicado mas nao em 999	dp<>999
publicado entre 1980 e 999	dp>=1980 and dp<=999
publicado antes do seculo 1	dp<%
publicado depois do seculo 1	dp>%
publicado em 20 0	dp=20 0
publicado depois de 20 0	dp>20 0
publicado a partir de 20 0	dp>=20 0
publicado antes de 20 0	dp<20 0
publicado ate 20 0	dp<=20 0
publicado excepto em 20 0	dp<>20 0
publicado mas nao em 20 0	dp<>20 0
publicado entre 1980 e 20 0	dp>=1980 and dp<=20 0
publicado em 2894	dp=2894
publicado depois de 2894	dp>2894
publicado a partir de 2894	dp>=2894
publicado antes de 2894	dp<2894
publicado ate 2894	dp<=2894
publicado excepto em 2894	dp<>2894
publicado mas nao em 2894	dp<>2894
publicado entre 1980 e 2894	dp>=1980 and dp<=2894
publicado no seculo 29	dp=28%
publicado antes do seculo 29	dp<28%
publicado depois do seculo 29	dp>28%
publicado em dd	dp=dd
publicado depois de dd	dp>dd
publicado a partir de dd	dp>=dd
publicado antes de dd	dp<dd
publicado ate dd	dp<=dd
publicado excepto em dd	dp<>dd
publicado mas nao em dd	dp<>dd
publicado entre 1980 e dd	dp>=1980 and dp<=dd
publicado antes do seculo 1	dp<d%
publicado depois do seculo 1	dp>d%
publicado em 19.	dp=19.
publicado depois de 19.	dp>19.
publicado a partir de 19.	dp>=19.
publicado antes de 19.	dp<19.
publicado ate 19.	dp<=19.
publicado excepto em 19.	dp<>19.
publicado mas nao em 19.	dp<>19.
publicado entre 1980 e 19.	dp>=1980 and dp<=19.
publicado em 015	dp=015
publicado depois de 015	dp>015
publicado a partir de 015	dp>=015
publicado antes de 015	dp<015
publicado ate 015	dp<=015
publicado excepto em 015	dp<>015
publicado mas nao em 015	dp<>015
publicado entre 1980 e 015	dp>=1980 and dp<=015
publicado em 1087	dp=1087
publicado depois de 1087	dp>1087
publicado a partir de 1087	dp>=1087
